Year,JulianDay,Hour,Minute,Second,Latitude,Longitude,Depth(km)
2017,171,23,4,30.4561,0.68952,-77.89400,2.7728
2017,171,23,22,48.3461,0.70211,-77.88512,5.3101
2017,171,23,28,48.4294,0.69871,-77.88675,5.4352
2017,171,23,36,25.8597,0.69820,-77.89012,3.2102
2017,171,23,49,24.5830,0.69883,-77.89313,2.3602
2017,172,0,46,36.8236,-1.10891,-78.36750,13.9804
2017,172,3,16,39.1874,0.68297,-77.90137,-4.9772
2017,172,4,19,57.4979,0.69871,-77.89812,3.5852
2017,172,12,53,37.8310,-1.21726,-78.39413,11.7413
2017,172,13,54,48.7115,-2.11732,-79.82275,81.8094
2017,172,20,33,43.4524,0.67316,-77.91138,-0.2271
2017,172,22,5,43.7253,-1.02132,-78.41837,8.8816
2017,173,3,49,34.4200,0.14248,-77.87862,5.5257
2017,173,5,41,55.9603,-0.27230,-78.54000,7.6128
2017,173,9,39,5.2203,0.69707,-77.86012,-1.7273
2017,174,4,33,51.4094,-2.33930,-77.56025,124.0655
2017,174,13,20,16.7284,0.14110,-78.65450,10.7632
2017,174,19,55,16.3725,-2.01690,-80.37700,30.7996
2017,175,8,14,15.1480,-1.19396,-79.47225,98.1541
2017,175,14,53,27.4528,0.13758,-79.16725,16.9132
2017,176,7,11,35.9384,0.11417,-77.41500,18.9507
2017,176,9,15,52.1019,-1.21599,-78.15038,5.0163
2017,176,14,53,28.8254,-1.43777,-80.66563,36.9500
2017,177,1,51,25.8346,0.72790,-77.86437,4.0224
2017,177,11,1,17.5296,0.70852,-77.86450,0.2726
2017,177,11,9,52.3874,0.70965,-77.86513,-0.7274
2017,177,17,14,23.3280,0.70537,-77.86800,-4.7274
2017,177,17,23,20.0199,0.70852,-77.85863,0.2726
2017,177,17,30,48.8285,0.70965,-77.86537,-0.9774
2017,177,17,40,31.0944,0.80782,-77.83850,11.6216
2017,177,18,1,56.6163,0.72740,-77.86425,2.7724
2017,177,19,49,33.5247,0.71368,-77.86550,1.7475
2017,177,19,50,5.0503,0.72224,-77.86650,0.9725
2017,177,20,1,55.7120,0.72954,-77.85538,3.5349
2017,177,21,15,58.7089,0.74099,-77.84212,5.3598
2017,177,21,28,26.8011,0.66057,-77.89175,-4.7270
2017,178,5,4,29.2734,0.72614,-77.87463,3.1599
2017,178,17,22,57.7070,-0.31874,-80.38587,15.5877
2017,179,6,54,23.7762,-2.27295,-79.63888,64.6925
2017,179,6,55,38.3627,0.13456,-79.89000,16.9007
2017,179,12,9,34.2845,0.02860,-78.34425,15.0258
2017,181,2,4,44.5676,0.52404,-78.14450,13.0491
2017,181,8,9,45.2702,0.73420,-77.86650,6.7098
2017,181,15,38,43.8954,-2.92321,-80.01175,23.9582
2017,182,16,5,38.3929,-1.64601,-78.17000,157.2208
2017,184,0,42,27.2163,-2.07865,-79.68225,70.2854
2017,184,2,20,2.3130,0.01928,-78.34800,-0.9742
2017,184,10,13,7.0528,-0.58918,-77.75313,16.5861
2017,184,18,50,45.7125,0.48138,-78.13175,11.7743
2017,185,9,49,14.4917,-3.03160,-79.99775,0.0415
2017,185,12,15,58.1134,-2.43001,-77.64912,15.5252
2017,185,16,54,32.4340,0.97607,-77.69163,11.3322
2017,187,2,46,53.1271,0.72728,-78.71950,16.5599
2017,187,19,50,1.8222,-4.30218,-79.57838,86.5565
2017,188,10,44,56.7697,-1.31453,-80.47637,4.7647
2017,190,8,37,58.0696,-2.33249,-79.85375,67.3282
2017,191,7,19,19.9452,0.11908,-77.39950,12.9007
2017,191,12,27,21.9870,-3.59695,-79.97488,55.1924
2017,191,18,48,55.6978,-2.24672,-79.36488,94.5932
2017,192,10,0,18.5728,0.71949,-79.90000,29.8850
2017,192,12,9,14.3157,0.78681,-79.76163,19.6093
2017,193,0,45,55.7133,-2.61673,-78.55675,94.9816
2017,193,4,25,53.1813,-2.73253,-79.81738,58.6026
2017,193,16,0,51.0328,-0.61522,-77.65163,13.1984
2017,194,0,31,28.2256,-0.46296,-80.10775,25.6244
2017,194,19,54,43.3032,-0.96517,-79.18275,109.9698
2017,195,14,49,20.0991,0.69594,-77.85850,-1.6523
2017,195,14,57,33.9980,0.70425,-77.86288,7.5476
2017,195,15,0,18.2036,0.69581,-77.86375,-3.2273
2017,195,15,2,9.2321,0.69480,-77.85763,0.2727
2017,195,15,27,58.7226,0.69870,-77.86225,-4.0523
2017,195,15,35,6.7600,0.69959,-77.85475,-1.4773
2017,195,15,38,0.6711,0.68360,-77.85300,-4.9772
2017,195,16,58,5.3541,0.70047,-77.86787,0.2727
2017,195,19,15,34.3203,0.69820,-77.85425,1.5227
2017,195,19,37,48.7835,0.70676,-77.85400,4.3726
2017,195,19,37,49.1305,0.70298,-77.85925,0.2726
2017,195,19,43,17.8414,0.70802,-77.87988,8.0726
2017,195,20,12,44.8972,0.71331,-77.87175,6.6975
2017,195,20,17,17.0203,0.69795,-77.85812,0.2727
2017,195,21,31,39.7318,0.69216,-77.85000,2.2477
2017,195,23,14,17.2548,0.69468,-77.86300,0.2727
2017,195,23,20,22.1599,0.71154,-77.85287,-1.2274
2017,196,3,59,23.8396,-1.07379,-78.33150,8.0934
2017,196,4,2,42.3127,-1.02018,-78.36150,8.5941
2017,196,5,23,45.5474,-3.16417,-79.15825,54.9612
2017,196,5,50,55.6756,0.70009,-77.84888,6.6602
2017,196,5,56,42.5880,0.70047,-77.85800,0.2727
2017,196,7,57,26.6607,0.58909,-77.92338,-4.5889
2017,196,14,8,48.8855,0.69896,-77.85900,0.2727
2017,196,14,13,17.2469,-1.24855,-80.64413,74.0658
2017,196,15,40,23.6320,0.72186,-77.86075,4.5475
2017,196,16,10,34.0477,0.71129,-77.86825,3.2851
2017,196,18,45,14.7353,0.70802,-77.84350,-2.2274
2017,196,19,28,54.5852,0.70361,-77.87100,-4.4774
2017,196,20,7,15.0608,0.70336,-77.87600,2.2976
2017,196,22,27,47.3985,-4.07245,-78.84712,99.6814
2017,197,2,30,38.4247,0.73042,-77.88638,4.4474
2017,197,5,53,57.3032,0.69719,-77.85300,-4.7273
2017,197,6,13,31.7422,0.70210,-77.87187,-3.2274
2017,197,6,55,19.2731,0.70424,-77.87612,2.1476
2017,197,11,50,0.4914,0.70311,-77.85900,0.2726
2017,197,15,23,57.1889,0.03791,-78.40825,9.5883
2017,197,15,45,30.1961,0.70223,-77.87750,3.3101
2017,197,17,20,56.6827,0.69606,-77.84737,2.1102
2017,197,18,27,36.9691,0.76528,-77.98250,-0.2280
2017,200,23,20,1.3132,-1.89798,-78.89213,31.0526
2017,201,4,50,52.1602,0.70714,-77.88650,5.2601
2017,201,9,10,59.8876,0.74162,-77.83825,0.7598
2017,201,14,14,4.0048,-0.93499,-80.46562,7.2577
2017,201,14,27,3.3392,-0.92593,-80.48425,6.5203
2017,201,19,10,21.5736,-2.01452,-79.73363,90.4246
2017,202,3,56,44.2260,-1.52382,-78.13612,168.8358
2017,202,15,9,50.6752,-0.11436,-78.45262,13.8257
2017,203,5,19,23.2442,-1.07190,-78.28025,4.5184
2017,203,7,27,58.5281,-0.46988,-77.54225,22.2744
2017,203,21,4,45.5554,0.19421,-77.78462,9.7756
2017,204,20,0,55.4294,0.68675,-77.86738,-4.9772
2017,204,23,38,30.3954,-1.13294,-78.34888,6.9050
2017,205,1,25,47.1236,0.71116,-77.87612,-1.4774
2017,205,4,44,53.9617,-0.95676,-78.52275,11.3199
2017,205,7,45,41.1938,-1.40364,-77.95400,19.2131
2017,205,9,4,45.0479,-1.44743,-79.96200,12.3998
2017,205,12,55,43.4374,-1.79931,-78.78700,25.0049
2017,205,17,17,24.7368,0.08107,-78.50137,6.1008
2017,206,4,48,50.9079,-1.08638,-78.34775,10.8182
2017,206,7,50,14.3262,-0.95563,-78.54025,10.9074
2017,207,14,28,12.6263,0.81198,-79.74512,23.5091
2017,207,19,59,22.1204,-0.93436,-80.25362,13.4452
2017,208,9,16,17.9812,-0.95375,-80.23475,17.6325
2017,208,19,28,52.7301,-0.75792,-78.01888,-4.9779
2017,208,21,35,59.3379,0.73595,-77.94925,-1.7277
2017,209,1,25,57.4062,-1.72522,-77.82638,179.7691
2017,209,4,31,52.8289,-1.05051,-78.15412,10.9187
2017,209,10,42,56.2864,0.87971,-78.76950,45.7333
2017,209,18,47,4.7887,-1.20051,-78.34500,3.1040
2017,210,1,21,48.0308,0.64056,-77.87512,-4.9768
2017,210,9,54,0.4812,-0.47265,-78.72613,19.0494
2017,210,14,0,39.3550,-2.76871,-80.48763,36.4139
2017,210,19,24,50.0674,-0.05799,-79.55388,69.3633
2017,211,18,30,50.4441,-0.19880,-78.82337,11.7881
2017,211,23,14,58.3774,-0.09473,-78.39587,15.6508
2017,212,2,52,7.5710,-1.59969,-78.59525,11.8343
2017,212,6,15,41.9676,0.69317,-77.88837,-0.9148
2017,213,1,35,45.4008,-2.30676,-79.28625,95.2790
2017,213,12,5,39.8867,-2.09744,-77.58913,29.9974
2017,214,0,40,17.9456,-0.19327,-78.81888,12.4506
2017,214,2,2,10.2342,-0.80262,-79.44325,32.0592
2017,214,3,23,54.0488,-0.33849,-77.97462,10.6876
2017,214,4,49,57.1725,-1.13609,-78.38638,9.2050
2017,214,9,21,45.6892,-1.11054,-78.35413,8.7929
2017,214,13,1,41.4025,-2.26606,-79.77075,77.0677
2017,215,8,10,8.5369,-1.03969,-78.28088,7.8188
2017,215,8,18,17.5340,-2.71988,-79.75025,37.3281
2017,215,10,48,43.7152,-2.72177,-79.75675,37.7155
2017,215,15,34,18.1911,-2.16179,-79.91312,49.9707
2017,215,22,3,51.5488,-0.47694,-79.96425,45.5244
2017,216,4,10,56.6208,-1.12601,-78.33275,6.1926
2017,216,9,37,44.7798,-1.27722,-80.65350,53.7653
2017,217,0,31,53.3071,0.70224,-77.84538,9.4101
2017,217,13,2,39.3167,-2.52980,-77.93675,13.3720
2017,218,3,45,39.7933,-2.71727,-78.04075,4.9782
2017,220,3,33,22.3239,0.66360,-78.02200,9.2230
2017,220,6,8,45.7339,0.67669,-77.90987,4.7729
2017,220,18,50,0.7629,-1.85422,-78.31912,46.6661
2017,221,6,18,28.9890,-1.59107,-77.77675,193.1220
2017,221,6,48,14.6332,-0.12355,-79.07975,7.9757
2017,221,10,9,25.5840,0.32395,-80.13475,10.4127
2017,221,10,57,14.6826,0.34169,-80.15675,8.3751
2017,221,23,27,59.8262,-1.30850,-78.56050,17.5398
2017,224,12,37,44.7523,-1.36721,-80.69412,60.2638
2017,224,14,18,40.6845,-1.98701,-78.30063,0.0003
2017,225,6,27,4.2551,0.22920,-79.13638,30.7255
2017,226,2,32,33.4889,-3.99466,-79.92925,7.9229
2017,226,13,48,28.0737,-1.56700,-78.03475,176.0725
2017,226,19,24,44.2744,-1.01729,-78.31425,8.5566
2017,227,14,43,53.4573,0.24052,-78.31150,15.0255
2017,228,9,23,40.6715,-2.08864,-79.74000,90.6352
2017,228,9,45,9.1427,0.02369,-77.73825,11.7133
2017,228,13,33,7.7176,-0.48925,-78.44637,8.8368
2017,228,17,22,8.9858,-1.42301,-78.93750,11.4253
2017,229,3,32,57.0269,0.09756,-78.42362,12.6008
2017,229,22,54,24.4738,-1.03679,-78.30575,8.0314
2017,230,8,42,57.5753,-1.04485,-78.29175,10.2063
2017,230,8,50,13.8132,-2.01563,-79.73775,81.4996
2017,230,9,42,36.6002,-1.05164,-78.29662,5.8312
2017,230,22,2,33.6741,-1.67721,-78.95125,12.1577
2017,231,3,9,37.8746,-1.01049,-78.32425,6.0942
2017,231,6,55,32.5264,-1.10162,-78.69762,20.0180
2017,232,2,38,1.8883,-0.37839,-80.40962,28.4374
2017,232,18,0,18.5918,-0.99024,-80.38687,15.4945
2017,233,20,52,2.6616,0.70878,-77.83650,5.2601
2017,235,21,57,41.5066,-1.03403,-78.29725,9.0689
2017,236,10,48,53.6832,1.24586,-78.65450,87.2033
2017,236,11,42,30.0477,-1.01666,-78.31100,7.0817
2017,237,1,44,16.5155,-2.09993,-78.33425,128.1724
2017,237,2,19,59.2363,-3.51590,-79.68537,19.6961
2017,237,7,3,56.1948,-1.97307,-78.23975,14.1007
2017,237,7,30,8.9011,-0.82753,-79.44962,27.6464
2017,237,20,25,19.1478,0.74315,-78.93188,24.7723
2017,238,7,41,43.8438,-0.29319,-79.78275,21.4878
2017,238,18,49,3.2932,0.51889,-78.12750,17.7366
2017,239,0,33,38.3843,-3.91568,-79.50413,19.6769
2017,239,1,11,22.9441,-0.91271,-78.13113,4.7704
2017,239,6,35,53.6140,-1.21070,-78.21113,0.2664
2017,239,18,47,31.8535,-0.79967,-79.22350,107.5842
2017,240,6,16,37.5390,0.03325,-77.40400,14.7383
2017,240,9,52,43.8864,-1.30587,-80.51212,25.2648
2017,240,15,3,14.5619,-0.94831,-79.19500,115.3325
2017,240,22,12,6.5524,-1.54939,-80.98788,29.7603
2017,241,2,52,23.5585,-2.09557,-79.76987,94.5600
2017,241,6,28,12.7137,-1.06914,-78.31738,11.4434
2017,241,7,26,50.3425,-2.24869,-79.65838,76.3932
2017,242,5,17,35.4410,-1.22909,-78.41663,17.0036
2017,242,8,31,44.2772,-1.16542,-80.74850,21.9046
2017,242,10,10,3.6831,-1.18555,-77.94425,18.2668
2017,242,10,44,3.4398,0.03401,-78.34150,14.8258
2017,242,20,43,44.6216,-2.33957,-80.76000,31.7030
2017,244,4,38,52.5272,1.02103,-79.50350,39.2316
2017,244,16,32,41.0672,0.75496,-77.88550,4.4221
2017,245,18,55,12.2335,-1.37394,-79.31950,101.9511
2017,246,10,21,56.7154,-0.01570,-78.41550,15.7633
2017,246,19,21,7.4265,-1.02761,-78.29075,8.8940
2017,247,13,7,49.3790,-3.71213,-79.89388,63.4619
2017,247,14,2,6.2704,-1.12604,-77.65875,27.3301
2017,247,21,48,15.1369,0.29073,-78.27187,14.4878
2017,248,17,9,53.2206,0.54493,-78.52013,4.7739
2017,248,21,33,7.8777,0.37202,-78.08513,-2.7251
2017,250,5,5,43.2843,-0.95349,-78.38775,10.6825
2017,250,10,19,56.7811,-2.59374,-79.89662,65.0574
2017,250,12,49,49.1837,0.04546,-77.71037,22.4258
2017,250,20,37,52.4348,-2.52922,-77.90137,125.3470
2017,250,23,46,9.9353,-1.58888,-78.18112,161.7220
2017,252,0,51,37.0717,-3.45993,-79.96938,62.1111
2017,252,5,52,52.6191,-3.49975,-79.42050,74.9093
2017,252,9,31,46.8859,-3.21551,-78.94612,89.2091
2017,252,10,43,33.5389,-1.18421,-80.68425,53.7418
2017,253,5,2,2.6042,-3.55836,-79.70213,34.6941
2017,253,7,13,11.6488,-2.02037,-78.41588,119.2120
2017,253,8,18,21.0033,-3.25632,-80.17988,65.2824
2017,253,11,57,55.3897,-1.36112,-77.91763,24.7639
2017,253,21,24,33.3658,0.37001,-79.84950,9.9749
2017,255,7,3,59.4211,-2.46687,-77.93437,105.6990
2017,255,19,1,8.1238,0.07151,-78.77725,11.7883
2017,256,2,16,50.6633,0.22680,-78.32475,15.7755
2017,256,3,24,51.3810,-1.58887,-78.16925,156.3095
2017,257,1,15,13.0705,0.07163,-77.69987,10.2758
2017,259,4,21,4.9314,-1.52244,-78.13825,170.4734
2017,260,17,18,20.8783,0.61266,-79.32950,45.1984
2017,260,21,11,21.6434,-1.51349,-80.95087,10.4860
2017,261,21,12,49.7460,0.09743,-78.36762,-4.9742
2017,262,9,33,52.0269,-3.13189,-78.69675,35.0750
2017,262,12,31,19.2716,-4.06169,-79.48675,84.9819
2017,262,12,48,27.4010,-2.12557,-78.80563,114.0717
2017,262,15,41,9.9876,-1.15486,-78.14462,24.7672
2017,263,3,1,15.8405,0.73596,-77.88950,4.7598
2017,263,5,0,3.5902,-0.92111,-79.20425,103.7453
2017,264,3,16,0.6638,1.06546,-78.81287,45.0185
2017,265,6,18,52.7422,0.42311,-78.45338,5.2747
2017,265,19,16,14.1209,0.35277,-79.00938,20.2750
2017,266,11,49,31.2884,-0.12808,-78.80000,14.9632
2017,267,2,40,54.0831,-1.02957,-79.78125,75.2690
2017,267,5,16,42.7302,-0.12682,-80.28387,14.7757
2017,267,9,54,36.8218,-2.11202,-79.77363,78.4595
2017,268,22,36,50.6772,-1.77629,-78.86413,30.3180
2017,269,7,46,17.5276,0.84457,-79.79225,20.1337
2017,269,20,37,32.9780,-2.89770,-80.12762,37.6091
2017,270,0,13,30.2576,-0.59951,-80.50125,35.7610
2017,270,1,12,43.7720,0.87918,-79.62750,15.8208
2017,270,8,52,17.1506,-2.55473,-78.54237,112.3712
2017,272,1,7,2.9027,-0.24902,-78.43562,7.3629
2017,272,5,50,20.3258,-0.99300,-78.28838,6.4445
2017,273,6,42,0.6799,-1.43411,-78.49937,27.4000
2017,273,7,37,7.3725,0.02482,-78.40437,16.4008
2017,273,7,52,34.2945,0.73256,-77.94087,1.6974
2017,274,2,13,35.1395,-1.67378,-77.66187,199.7202
2017,274,6,1,14.9778,-1.00196,-77.84750,26.2318
2017,274,7,37,41.4116,-1.50035,-77.59962,210.0988
2017,274,11,56,38.4971,-3.90516,-80.09763,60.1775
2017,290,13,1,54.5763,-1.36174,-78.05588,22.2764
2017,290,14,58,21.0531,-2.82925,-79.50050,39.9742
2017,290,18,0,9.0030,-2.48632,-80.56387,36.5609
2017,291,1,38,5.9683,-1.35307,-78.06487,28.2640
2017,291,2,1,5.2167,-1.20932,-78.91988,102.4914
2017,291,2,10,37.1482,-3.09860,-79.32775,52.5514
2017,291,10,11,57.7549,-3.01465,-79.39550,49.9672
2017,291,22,46,35.8150,-0.19553,-78.38387,14.7756
2017,292,0,28,51.8812,-3.72516,-78.34850,82.1863
2017,292,1,12,18.5461,-2.68574,-78.00838,22.5418
2017,292,2,17,44.4062,-2.61790,-79.83825,65.5816
2017,292,3,50,16.8631,-2.98597,-79.47413,15.2183
2017,292,5,37,48.5832,-0.40179,-78.67975,17.6748
2017,292,8,49,56.5876,0.93670,-79.65450,24.4077
2017,293,1,22,33.4663,-1.13107,-78.66900,22.7801
2017,293,2,30,13.9912,-2.27804,-79.69375,85.1173
2017,293,5,56,51.5136,0.31124,-77.12800,19.0627
2017,293,11,29,6.9665,-2.51699,-77.78262,26.3849
2017,294,5,2,41.2082,-1.39439,-80.70500,58.6883
2017,294,6,58,54.6021,-2.34797,-77.69288,19.8277
2017,294,9,55,27.5438,-1.36686,-80.47588,-4.9862
2017,294,19,4,16.0644,-1.09732,-78.37025,2.0306
2017,294,22,39,33.9127,-2.35866,-79.07250,14.9899
2017,295,11,12,20.2963,-2.68925,-78.05250,19.9791
2017,295,12,13,2.7433,-2.72155,-79.54025,4.9780
2017,295,19,41,25.0572,-0.15841,-77.67550,11.0257
2017,296,13,42,57.0448,0.38436,-78.09025,14.9749
2017,296,17,8,18.0028,-1.37723,-77.88325,198.2886
2017,296,21,25,13.9914,-2.37421,-78.98913,92.9269
2017,297,2,41,30.0234,-1.26607,-78.22762,0.2655
2017,297,17,12,24.4685,-0.91685,-78.15350,-4.9796
2017,297,23,10,59.7240,-2.29046,-79.79562,69.8545
2017,298,3,15,15.9036,-1.31694,-80.61350,21.3396
2017,298,16,56,30.4579,-1.01968,-78.27650,10.6816
2017,298,17,16,48.9346,-1.66591,-80.94612,22.7579
2017,298,19,6,11.0347,-1.07342,-78.31425,10.0934
2017,298,20,50,47.0212,-1.02484,-78.28912,9.6690
2017,299,16,26,12.1414,0.34786,-78.09312,12.9625
2017,299,22,23,24.9495,-2.94885,-80.04850,14.9697
2017,300,4,24,7.3945,-0.53493,-78.44475,8.4365
2017,300,7,35,1.5697,0.72086,-77.87125,4.3725
2017,300,8,42,42.5390,-3.94763,-79.51475,74.3503
2017,300,10,13,20.5864,0.01198,-77.72575,17.5008
2017,300,15,39,26.0996,-2.19530,-80.15788,64.8947
2017,300,18,39,55.6770,-1.17814,-80.48950,23.2669
2017,301,21,9,32.6087,-1.79778,-78.74000,14.1800
2017,302,6,47,33.4144,-1.30309,-77.96662,20.3899
2017,302,11,47,3.7729,-1.49524,-80.61875,8.7989
2017,302,12,39,36.5549,-1.06814,-77.66412,18.0560
2017,302,14,33,25.7596,-2.42479,-79.20175,90.8379
2017,302,23,4,56.2436,-1.40919,-78.08562,28.8005
2017,303,22,20,33.3651,-2.85615,-79.93012,30.2732
2017,304,7,51,5.7493,-2.78551,-79.35275,16.0257
2017,304,9,35,45.2794,-2.06143,-78.14863,134.7484
2017,304,20,21,1.6630,-3.29247,-79.11513,36.2184
2017,305,1,19,56.1179,-1.14691,-78.35250,7.5423
2017,305,2,43,0.0650,-1.00383,-80.63038,11.9193
2017,305,4,47,40.0850,0.24782,-77.45563,20.5629
2017,306,20,17,55.9245,0.42550,-78.45988,3.5247
2017,306,20,46,8.9144,0.02470,-78.80425,94.5008
2017,307,2,18,41.4179,-0.44759,-78.02175,0.0245
2017,307,5,21,59.4244,-1.18529,-80.47450,5.0543
2017,307,5,44,58.5020,-0.97288,-77.72288,22.2947
2017,307,6,39,2.1666,-0.93523,-78.34937,0.2702
2017,307,19,23,56.3334,0.73407,-77.90713,1.4723
2017,307,19,29,3.8007,0.73696,-77.90500,2.5973
2017,308,2,34,10.1420,-2.49571,-78.48612,112.4731
2017,308,5,47,23.9883,-2.71808,-79.87525,65.2281
2017,308,8,10,38.1932,-3.01875,-79.46337,33.0670
2017,308,8,53,23.2116,-1.48521,-80.64075,35.0116
2017,309,17,22,50.8413,0.93832,-77.74238,14.4326
2017,309,23,23,19.6677,0.86874,-79.67500,21.2585
2017,310,4,48,19.8029,-0.28137,-79.65950,33.4128
2017,310,6,6,49.3641,-1.96319,-79.41888,100.3134
2017,310,7,51,19.4625,-0.37448,-79.19075,16.5249
2017,310,17,55,59.1499,0.65392,-79.99700,16.0981
2017,311,3,41,33.9048,-1.36998,-80.14787,62.2887
2017,311,6,21,36.7724,-1.11557,-78.37238,7.1553
2017,312,9,19,40.5088,-1.64199,-77.77475,19.7584
2017,312,10,56,16.9394,-3.03404,-78.33237,92.9164
2017,313,4,5,22.0924,-1.41083,-78.02200,26.2755
2017,313,9,22,43.9661,-3.77318,-79.76825,68.0715
2017,313,10,40,16.5911,-2.79057,-78.03550,22.9756
2017,313,10,52,45.3685,-0.93647,-79.19200,107.1452
2017,313,15,1,27.8546,0.94424,-79.52213,17.6201
2017,314,3,41,39.0773,-1.51601,-78.64162,10.5360
2017,314,4,56,8.4576,-1.35262,-80.66775,64.3015
2017,314,6,45,26.4836,-1.10740,-80.56788,17.0304
2017,344,1,52,43.1853,-1.00701,-80.36288,47.9943
2017,344,8,0,27.2656,-1.26683,-79.01938,100.2655
2017,344,13,15,43.6772,-1.30662,-80.78863,22.8898
2017,344,22,12,41.3269,-0.48208,-80.32462,8.1243
2017,345,6,50,34.5673,-1.04623,-78.31262,8.7563
2017,345,7,14,6.5137,-1.03391,-78.54425,13.7564
2017,346,20,0,35.4499,-2.73084,-78.51337,-5.0223
2017,346,22,19,14.1345,-2.74700,-77.81800,101.1146
2017,347,5,33,30.9720,-2.41069,-78.94762,88.3758
2017,348,2,48,36.1610,-2.35730,-79.59113,77.1900
2017,349,2,10,54.9119,-1.02497,-78.28775,13.4315
2017,349,3,48,40.8804,-3.25989,-79.18362,78.1573
2017,349,9,28,47.3860,-1.98480,-78.90163,25.0629
2017,349,17,59,57.1971,-1.02245,-78.29475,10.8941
2017,350,1,32,46.5217,-3.78689,-79.99387,65.7833
2017,350,1,57,8.8501,-1.00193,-78.31013,4.5568
2017,350,5,12,47.5337,-1.53593,-80.71462,35.4606
2017,350,15,44,31.5208,-0.23807,-78.51562,8.7880
2017,351,17,28,26.7364,1.23988,-78.87612,40.0159
2017,351,17,44,46.5641,-0.83803,-79.74563,80.0213
2017,352,6,30,48.2386,-2.39255,-79.29700,80.7014
2017,352,22,38,50.8021,-3.53607,-79.65537,63.4827
2017,353,1,36,48.7027,-1.51867,-80.90275,20.5359
2017,353,3,6,1.6045,0.16111,-78.63650,19.7757
2017,353,22,10,56.3384,1.29653,-78.74062,55.0150
2017,354,16,14,13.8686,-1.59214,-78.47175,7.3845
2017,355,3,52,49.7237,0.79487,-79.67525,23.1842
2017,355,9,52,38.9441,-1.05856,-80.58400,7.2561
2017,356,8,44,10.5671,-1.94531,-80.39662,39.0889
2017,356,14,6,28.6679,0.12298,-79.80588,34.1757
2017,356,20,16,7.1298,-2.56153,-79.54437,68.2335
2017,357,23,6,16.9687,0.21762,-78.32875,24.7755
2017,358,7,22,15.7372,0.76378,-79.80250,22.8721
2017,359,9,32,45.2853,-0.10770,-78.48788,97.8883
2017,359,10,36,43.5901,-0.38191,-78.59663,14.7749
2017,362,5,30,23.6093,-1.01841,-79.41862,109.5691
2017,362,10,40,40.8842,-3.11952,-79.61938,62.3005
2017,364,4,40,20.9308,-1.20355,-78.40250,15.3415
2017,364,15,46,41.8991,-1.32498,-80.59113,11.0145
2017,364,16,22,6.5167,-3.58595,-79.69400,9.9429
2017,365,8,51,7.8813,0.73577,-78.72200,83.3098
2017,365,11,50,26.8974,-0.66623,-79.74600,66.5230
2017,365,17,4,43.7187,-0.95877,-78.31888,4.7699
2017,365,20,29,49.2645,-2.91290,-79.70650,28.6711
2018,1,0,40,54.9154,-0.13349,-77.72987,15.4382
2018,1,0,52,21.9904,-1.06360,-78.31512,8.7560
2018,1,3,56,57.3354,-0.92804,-79.18738,105.2453
2018,1,13,1,41.6368,-2.08506,-80.15925,64.3728
2018,1,14,24,11.0697,-0.14167,-78.38625,17.6757
2018,1,16,17,34.8504,-0.10920,-78.43400,10.5758
2018,1,19,30,16.2543,-1.05630,-78.29288,8.4686
2018,1,21,37,41.8358,-0.89457,-79.28500,119.0832
2018,2,2,52,7.5445,-2.31185,-79.17300,18.1788
2018,2,3,32,34.7160,-2.32418,-79.14687,15.9660
2018,2,9,1,19.0808,-2.54458,-79.23350,81.2715
2018,2,12,9,16.1791,-0.60754,-78.37425,8.9859
2018,2,14,31,57.5119,0.72815,-77.83437,0.5849
2018,2,15,41,4.4481,-1.95471,-79.87900,79.6512
2018,3,18,50,56.2572,-2.30634,-79.70512,80.6165
2018,3,21,54,30.2052,0.17017,-78.71000,9.7756
2018,4,3,55,6.9814,-2.19950,-79.13238,27.9946
2018,4,16,10,15.4747,0.72992,-77.84588,2.9099
2018,4,20,22,20.3498,-2.24491,-79.67612,73.2558
2018,5,3,32,13.7198,-1.35219,-77.90225,31.8265
2018,5,4,3,28.0207,-0.84249,-80.40412,5.1587
2018,5,6,59,28.9984,0.01865,-78.40063,17.2508
2018,6,0,31,7.3758,-2.32355,-79.14625,16.7535
2018,6,11,27,52.8557,-2.93708,-78.73425,74.9702
2018,6,16,40,25.7282,-0.85371,-80.34525,21.4086
2018,6,19,30,20.8216,-0.79117,-80.44450,33.4218
2018,7,21,22,55.6796,-2.37732,-80.28425,31.7893
2018,8,8,21,28.8419,0.10976,-77.87187,5.2758
2018,8,14,6,39.9625,-1.08511,-79.28262,110.5432
2018,8,15,19,1.1797,-3.65673,-79.83788,24.6896
2018,9,2,18,0.3299,-2.26628,-78.94475,9.7427
2018,9,12,53,20.7597,0.18024,-77.75587,9.7756
2018,9,20,30,0.3384,-2.16703,-77.73000,28.6205
2018,10,4,47,36.3726,-2.31072,-79.10475,18.2414
2018,10,11,6,3.4271,-2.68004,-77.97275,8.8545
2018,11,1,38,20.7966,-1.57471,-80.76800,46.9723
2018,11,3,25,32.1612,-1.12388,-78.42500,8.8802
2018,11,7,19,30.3472,-1.38879,-80.94788,18.3884
2018,11,10,43,29.2400,-3.64594,-79.89850,32.0401
2018,11,14,36,54.1189,-1.06233,-79.34475,107.1935
2018,11,15,1,32.5166,-1.07254,-78.31625,10.8684
2018,12,16,22,41.8108,-0.86018,-79.70400,82.3836
2018,13,15,14,53.3128,-4.25919,-79.94888,67.7589
